n;rounds;depth;time
1100;64;62;0.000362259
1100;60;58;0.000245851
1100;50;48;0.000245691
1100;47;45;0.000243165
1100;65;63;0.000257794
1100;52;50;0.00034726
1100;64;62;0.000348302
1100;42;40;0.000353683
1100;56;54;0.000335479
1100;45;43;0.000329427
1100;60;58;0.000346339
1100;46;44;0.000326422
1100;61;59;0.000327253
1100;46;44;0.000374562
1100;59;57;0.000329918
1100;66;64;0.00033083
1100;56;54;0.000362639
1100;61;59;0.000389861
1100;53;51;0.000355997
1100;62;60;0.000366166
1100;61;59;0.000329848
1100;62;59;0.000404338
1100;59;56;0.000253425
1100;61;58;0.00024536
1100;63;60;0.000269846
1100;50;47;0.000262191
1100;68;65;0.000296405
1100;54;51;0.000243466
1100;65;62;0.000329829
1100;59;56;0.000337252
1100;50;47;0.000332673
1100;73;70;0.000407374
1100;61;60;0.000326883
1100;72;69;0.000356177
1100;68;65;0.000333275
1100;56;53;0.000332673
1100;74;71;0.000349886
1100;72;69;0.000328426
1100;57;54;0.000240941
1100;67;66;0.000265167
1100;59;56;0.000254366
1100;72;69;0.000241753
1100;75;72;0.000242846
1100;66;65;0.000238336
1100;77;76;0.000257874
1100;64;61;0.000241362
1100;58;55;0.00024019
1100;57;54;0.000338495
1100;72;69;0.000269184
1100;78;75;0.000242455
1100;74;73;0.000239308
1100;52;51;0.000417482
1100;65;62;0.000246562
1100;50;49;0.00024026
1100;71;70;0.00026138
1100;65;64;0.000244989
1100;54;51;0.00023969
1100;46;43;0.000239328
1100;50;47;0.000260068
1100;54;51;0.00024052
1100;71;70;0.000240731
1100;59;56;0.000275817
1100;70;69;0.000291356
1100;46;45;0.000273152
1100;56;53;0.000238828
1100;61;58;0.000239649
1100;63;60;0.000264666
1100;44;41;0.000238888
1100;49;48;0.000238587
1100;64;61;0.000240611
1100;66;65;0.000263383
1100;46;45;0.000239759
1100;59;56;0.000239579
1100;62;61;0.000240631
1100;52;49;0.000263153
1100;57;54;0.000264165
1100;63;60;0.000241983
1100;51;48;0.000239078
1100;63;60;0.000275206
1100;52;51;0.00025079
1100;54;53;0.000260108
1100;61;59;0.000295103
1100;59;57;0.000261971
1100;61;59;0.000242004
1100;66;64;0.000239939
1100;55;53;0.000240511
1100;76;74;0.000267662
1100;70;68;0.000260779
1100;77;76;0.000242384
1100;66;64;0.000240761
1100;63;62;0.000253526
1100;54;53;0.000259416
1100;63;62;0.000252122
1100;46;44;0.000252063
1100;45;42;0.000263524
1100;51;50;0.000245059
1100;74;72;0.000247324
1100;74;73;0.000272461
1100;46;45;0.000301475
1100;46;43;0.000239028
1100;58;57;0.000239108
1100;61;60;0.000239329
1100;59;57;0.000271498
1100;68;66;0.000239008
1100;64;62;0.000238827
1100;65;64;0.000359033
1100;65;63;0.00025065
1100;61;59;0.000513222
1100;47;44;0.000369182
1100;70;69;0.000307306
1100;51;50;0.000358001
1100;51;50;0.000323816
1100;52;49;0.000249608
1100;58;57;0.000246572
1100;63;59;0.000255749
1100;43;39;0.000274114
1100;45;44;0.000252623
1100;49;46;0.000241483
1100;61;58;0.000240831
1100;58;57;0.000263504
1100;50;49;0.0002452
1100;52;48;0.000239469
1100;60;59;0.000239378
1100;40;36;0.000276749
1100;52;49;0.000238958
1100;53;52;0.000238687
1100;64;63;0.000236403
1100;53;50;0.000313116
1100;45;44;0.000285605
1100;58;55;0.000255038
1100;49;45;0.000238397
1100;40;39;0.000285184
1100;56;53;0.00024058
1100;50;49;0.000238287
1100;64;60;0.000238778
1100;50;47;0.00025653
1100;52;48;0.000239188
1100;41;38;0.000238156
1100;47;44;0.000238126
1100;53;50;0.000252623
1100;55;52;0.000247113
1100;67;65;0.000319328
1100;77;74;0.000300293
1100;80;78;0.000277019
1100;81;79;0.000238367
1100;79;77;0.000292999
1100;80;78;0.000276057
1100;84;82;0.0002672
1100;52;49;0.00024536
1100;75;73;0.000262713
1100;70;68;0.000244668
1100;63;60;0.000242946
1100;68;65;0.000252773
1100;77;74;0.000276308
1100;54;51;0.000311835
1100;55;53;0.000296225
1100;77;74;0.00030945
1100;78;76;0.000287479
1100;64;62;0.000240591
1100;77;75;0.000239189
1100;51;49;0.000258264
1100;58;55;0.000237795
1100;59;57;0.000237135
1100;80;77;0.000237786
1100;55;53;0.000260899
1100;77;74;0.000249978
1100;77;75;0.000239439
1100;81;79;0.000238257
1100;78;76;0.000251411
1100;62;60;0.000300974
1100;59;56;0.000254367
1100;58;56;0.000364633
1100;48;46;0.000257042
1100;46;44;0.000323657
1100;66;64;0.000297979
1100;54;52;0.000305863
1100;63;61;0.000266149
1100;43;41;0.000239659
1100;54;52;0.000266349
1100;63;61;0.000276217
1100;55;53;0.000239739
1100;52;50;0.000238136
1100;55;53;0.000242665
1100;52;50;0.000250419
1100;42;40;0.000254106
1100;52;50;0.000239348
1100;56;54;0.000238187
1100;70;68;0.000238266
1100;65;63;0.000251151
1100;68;66;0.000241663
1100;51;49;0.000236904
1100;51;49;0.000237325
1100;46;44;0.000255789
1100;53;51;0.000237495
1100;42;40;0.000236303
1100;69;67;0.000238977
1100;63;61;0.000255248
1100;69;67;0.000235762
1100;45;43;0.000233938
1100;45;43;0.000234991
1100;49;47;0.000267441
1100;47;44;0.000375814
1100;54;51;0.000329688
1100;47;44;0.000358592
1100;51;48;0.000302467
1100;53;50;0.000300403
1100;56;53;0.000445245
1100;60;57;0.000315401
1100;50;49;0.000300333
1100;51;50;0.000342442
1100;42;39;0.000305984
1100;42;39;0.000302006
1100;48;45;0.000318897
1100;48;45;0.000300574
1100;49;46;0.000305122
1100;44;41;0.000321122
1100;37;36;0.000300543
1100;51;48;0.000303509
1100;47;44;0.000317084
1100;52;49;0.000301676
1100;43;40;0.000298409
1100;38;35;0.000315882
1100;51;48;0.000370014
1100;48;45;0.000324268
1100;50;47;0.000301485
1100;43;42;0.000323476
1100;51;48;0.000318487
1100;57;56;0.000299381
1100;48;45;0.000646752
1100;59;58;0.000528451
1100;47;44;0.000415148
1100;60;58;0.000296476
1100;56;53;0.000281608
1100;46;43;0.000239699
1100;49;46;0.000247474
1100;58;56;0.000242965
1100;42;39;0.000257653
1100;38;35;0.000239509
1100;53;50;0.000242996
1100;55;52;0.000239018
1100;54;52;0.000278902
1100;61;59;0.000238858
1100;47;44;0.000251241
1100;47;44;0.000310402
1100;43;41;0.000257863
1100;38;35;0.000297227
1100;54;52;0.000313548
1100;48;45;0.000340789
1100;50;47;0.000326903
1100;60;57;0.000310141
1100;56;53;0.00026145
1100;59;57;0.000267401
1100;48;45;0.000238988
1100;47;44;0.000239659
1100;40;38;0.000259206
1100;40;37;0.000239409
1100;59;56;0.000246572
1100;57;55;0.000237706
1100;56;54;0.00025638
1100;54;51;0.000238457
1100;62;59;0.00023987
1100;58;56;0.000286697
1100;48;47;0.00028271
1100;59;57;0.000241523
1100;52;51;0.000241913
1100;55;54;0.000236473
1100;48;46;0.000253566
1100;50;48;0.000238186
1100;45;44;0.000238968
1100;51;49;0.000239349
1100;66;65;0.00025603
1100;47;46;0.000236012
1100;56;55;0.000259617
1100;51;49;0.000245149
1100;46;45;0.000296496
1100;48;47;0.000236944
1100;56;55;0.000233498
1100;49;48;0.000236112
1100;46;44;0.00026132
1100;57;55;0.000235862
1100;41;39;0.000236283
1100;65;63;0.000238717
1100;65;63;0.000256681
1100;41;39;0.00023519
1100;45;43;0.000251862
1100;49;48;0.000241893
1100;51;49;0.000251932
1100;65;64;0.000238437
1100;44;43;0.000236013
1100;50;48;0.000236783
1100;56;54;0.000259046
1100;44;42;0.000287689
1100;53;51;0.00024582
1100;59;57;0.000255829
1100;45;43;0.000236383
1100;54;52;0.000236043
1100;56;54;0.000237314
1100;40;38;0.000253496
1100;46;44;0.000235561
1100;50;48;0.000235461
1100;45;43;0.000241653
1100;34;32;0.000253325
1100;49;47;0.000235922
1100;33;31;0.000247904
1100;39;37;0.000241383
1100;49;47;0.000250199
1100;49;47;0.000235641
1100;41;39;0.00023462
1100;36;34;0.000236593
1100;45;43;0.000258494
1100;50;48;0.000238076
1100;35;33;0.000236303
1100;52;50;0.000238688
1100;37;35;0.00029344
1100;36;34;0.000238116
1100;35;33;0.000235541
1100;39;37;0.00023449
1100;42;40;0.000254377
1100;50;48;0.000248295
1100;39;37;0.000237756
1100;41;39;0.000234459
1100;68;66;0.000347572
1100;58;56;0.000249016
1100;49;47;0.000259878
1100;61;59;0.000244828
1100;66;64;0.000240801
1100;67;65;0.000247363
1100;56;52;0.000256099
1100;61;57;0.000239498
1100;65;63;0.000236393
1100;56;52;0.000237785
1100;57;55;0.0002667
1100;54;52;0.000242064
1100;59;57;0.000240761
1100;63;61;0.000239098
1100;57;53;0.00030385
1100;69;67;0.000238156
1100;56;54;0.000235351
1100;60;56;0.000279123
1100;61;59;0.000268072
1100;61;57;0.000292879
1100;50;46;0.000294622
1100;48;46;0.000276618
1100;67;65;0.000242715
1100;49;45;0.000237806
1100;49;45;0.000238176
1100;64;62;0.000240581
1100;46;44;0.000254607
1100;54;50;0.000237836
1100;57;53;0.000238387
1100;67;65;0.00023999
1100;52;51;0.000326863
1100;58;57;0.000240711
1100;72;71;0.00023997
1100;42;38;0.000302837
1100;56;53;0.000259367
1100;56;53;0.000237585
1100;73;72;0.000240591
1100;55;54;0.000241893
1100;55;52;0.000254427
1100;60;57;0.000236764
1100;63;60;0.000237525
1100;53;52;0.000238297
1100;68;65;0.000283371
1100;42;38;0.000242084
1100;56;53;0.000240621
1100;62;59;0.000236944
1100;70;67;0.000259967
1100;47;44;0.000238227
1100;52;49;0.000238557
1100;71;68;0.000277209
1100;46;43;0.000349245
1100;48;45;0.000289192
1100;44;41;0.000240571
1100;71;70;0.000255078
1100;67;66;0.000240631
1100;57;54;0.000238177
1100;48;47;0.000237274
1100;70;69;0.000257402
1100;46;43;0.000241483
1100;58;57;0.000237324
1100;63;62;0.000291065
1100;76;73;0.000263614
1100;70;69;0.000241783
1100;50;49;0.000240982
1100;73;70;0.000239248
1100;48;47;0.000253134
1100;60;59;0.000246031
1100;54;53;0.00023999
1100;77;74;0.000239368
1100;71;70;0.000251962
1100;78;77;0.000289101
1100;64;63;0.000239068
1100;60;57;0.000236272
1100;58;55;0.000249678
1100;59;56;0.000246733
1100;62;59;0.000236253
1100;49;48;0.000237715
1100;62;61;0.00023989
1100;64;63;0.000250299
1100;62;61;0.000270307
1100;77;76;0.00024052
1100;65;64;0.000264936
1100;52;49;0.00025615
1100;78;77;0.000238918
1100;65;64;0.00024029
1100;50;49;0.000249657
1100;51;50;0.000244207
1100;53;52;0.000242094
1100;53;50;0.000238056
1100;63;62;0.000239068
1100;53;51;0.000296716
1100;42;40;0.000240821
1100;57;55;0.000239178
1100;71;69;0.00026135
1100;72;69;0.000250029
1100;50;47;0.000239228
1100;50;48;0.000240371
1100;58;55;0.000268303
1100;65;63;0.000241202
1100;74;72;0.000237705
1100;48;46;0.00023996
1100;69;66;0.000253605
1100;74;72;0.000243466
1100;50;47;0.000239088
1100;61;59;0.000237054
1100;55;52;0.000250219
1100;49;47;0.000238347
1100;73;70;0.000238046
1100;66;64;0.000238097
1100;61;59;0.000238186
1100;60;57;0.000258174
1100;52;49;0.000239669
1100;57;54;0.000272471
1100;44;42;0.000250289
1100;66;63;0.000244969
1100;50;47;0.000259897
1100;50;47;0.000238077
1100;42;40;0.000263263
1100;50;47;0.000243096
1100;54;51;0.000236814
1100;38;37;0.000290394
1100;54;50;0.000241212
1100;52;48;0.000237806
1100;53;52;0.000255378
1100;55;51;0.000238456
1100;57;56;0.000237476
1100;60;56;0.000248706
1100;55;51;0.000255819
1100;46;42;0.000238157
1100;51;50;0.000235942
1100;58;57;0.000238236
1100;50;46;0.000252654
1100;49;48;0.000240721
1100;62;61;0.000236103
1100;51;47;0.000235692
1100;47;43;0.000247694
1100;50;46;0.000236683
1100;66;62;0.000235922
1100;61;60;0.000238507
1100;41;37;0.000235972
1100;55;54;0.000295193
1100;38;37;0.000236654
1100;46;42;0.000278101
1100;50;46;0.000247915
1100;66;65;0.000251712
1100;58;57;0.000237024
1100;57;53;0.000236303
1100;41;40;0.000248656
1100;42;41;0.000237575
1100;51;50;0.00023456
1100;43;41;0.000296115
1100;43;41;0.000242554
1100;46;43;0.00026132
1100;40;38;0.000242715
1100;40;38;0.000235732
1100;41;39;0.000244679
1100;39;36;0.000253365
1100;36;34;0.000235301
1100;45;43;0.000245079
1100;37;34;0.000236914
1100;39;36;0.000256411
1100;43;41;0.000237986
1100;51;48;0.000236683
1100;40;37;0.000237715
1100;40;38;0.000251962
1100;41;38;0.000237365
1100;46;43;0.000237305
1100;47;45;0.000253545
1100;41;39;0.000259557
1100;47;45;0.000244729
1100;45;42;0.000240921
1100;52;50;0.000237986
1100;50;48;0.000247254
1100;34;32;0.000268824
1100;38;36;0.000252743
1100;40;38;0.000236283
1100;42;40;0.000247534
1100;38;36;0.000236453
1100;46;43;0.000236974
1100;42;40;0.00023488
1600;58;57;0.00044283
1600;76;75;0.000358352
1600;54;51;0.000371837
1600;56;53;0.000340959
1600;62;59;0.000349224
1600;58;57;0.000337883
1600;52;51;0.000331772
1600;71;70;0.000354494
1600;59;56;0.000342763
1600;63;62;0.000335399
1600;67;64;0.000353031
1600;67;64;0.000335068
1600;56;53;0.000332303
1600;57;56;0.000350978
1600;78;75;0.000333395
1600;73;72;0.000346519
1600;66;63;0.000338595
1600;55;54;0.000333375
1600;75;74;0.00040026
1600;56;53;0.000404057
1600;73;72;0.000338264
1600;80;79;0.000366597
1600;55;54;0.000339035
1600;58;57;0.000331672
1600;73;72;0.000350987
1600;72;69;0.000338354
1600;72;71;0.000332653
1600;59;58;0.000349295
1600;57;54;0.000333234
1600;73;72;0.000329949
1600;58;57;0.000608421
1600;46;43;0.000434865
1600;55;54;0.000407063
1600;56;53;0.00041616
1600;81;78;0.000473467
1600;70;67;0.000467446
1600;51;50;0.000490499
1600;58;57;0.000467195
1600;59;58;0.000490308
1600;50;47;0.000478066
1600;55;54;0.000504495
1600;71;70;0.000444794
1600;46;43;0.000364102
1600;54;53;0.000353753
1600;63;62;0.000338524
1600;57;56;0.000351529
1600;50;47;0.000412974
1600;52;49;0.00034121
1600;57;54;0.000354103
1600;56;55;0.000333115
1600;57;56;0.000343884
1600;51;50;0.000351649
1600;50;47;0.000338304
1600;62;59;0.000350307
1600;51;48;0.000631204
1600;71;70;0.000548768
1600;58;55;0.00034163
1600;61;60;0.000340789
1600;55;54;0.000371376
1600;52;51;0.000393918
1600;75;73;0.00042703
1600;72;71;0.000339115
1600;61;59;0.000383309
1600;77;75;0.000397755
1600;71;70;0.000355406
1600;53;52;0.000339256
1600;56;55;0.000335188
1600;58;56;0.000341881
1600;57;56;0.000631764
1600;69;68;0.000544921
1600;66;65;0.000343344
1600;77;75;0.000338053
1600;55;54;0.000361928
1600;84;82;0.000339867
1600;65;64;0.00033642
1600;70;68;0.000370625
1600;64;62;0.000436288
1600;70;69;0.000353793
1600;72;70;0.000340919
1600;82;81;0.000334838
1600;57;56;0.00035235
1600;74;73;0.000338114
1600;68;67;0.000337001
1600;52;51;0.000351599
1600;61;60;0.000337202
1600;57;56;0.000334366
1600;57;56;0.000354985
1600;80;78;0.000333625
1600;56;55;0.000348874
1600;61;59;0.000356308
1600;43;41;0.000422351
1600;60;59;0.000337733
1600;45;44;0.00033644
1600;56;55;0.000349085
1600;46;45;0.000334477
1600;57;56;0.000334637
1600;47;45;0.000350907
1600;41;39;0.000400099
1600;48;46;0.00034652
1600;62;60;0.00038397
1600;61;60;0.000345116
1600;44;43;0.000349946
1600;56;55;0.000335239
1600;58;56;0.000334316
1600;41;40;0.000351088
1600;48;46;0.0003412
1600;39;38;0.000334878
1600;51;50;0.000354744
1600;39;38;0.000331952
1600;50;48;0.000333194
1600;56;54;0.000352621
1600;47;45;0.000333325
1600;46;44;0.000364723
1600;58;57;0.000351939
1600;52;51;0.000334617
1600;50;48;0.000333425
1600;54;52;0.000347952
1600;46;45;0.000332534
1600;46;44;0.000336681
1600;41;39;0.000345678
1600;62;61;0.00058668
1600;59;56;0.000576691
1600;56;55;0.000433232
1600;70;67;0.00034166
1600;83;82;0.000337012
1600;55;54;0.000348453
1600;57;54;0.000337102
1600;72;71;0.000331992
1600;71;68;0.000346069
1600;73;72;0.00033066
1600;71;68;0.000335178
1600;71;70;0.000350797
1600;74;73;0.000334778
1600;72;71;0.000330249
1600;78;77;0.000360145
1600;52;51;0.000334988
1600;57;54;0.000332052
1600;59;56;0.000344105
1600;75;74;0.000333044
1600;51;48;0.000331632
1600;73;72;0.000570489
1600;66;63;0.000426569
1600;51;48;0.000423554
1600;75;74;0.000333795
1600;61;58;0.000359513
1600;68;67;0.000369713
1600;60;57;0.000333054
1600;60;57;0.000378058
1600;68;65;0.000354765
1600;67;64;0.000330279
1600;67;66;0.000415229
1600;70;67;0.000381755
1600;86;83;0.000344416
1600;91;90;0.000338895
1600;60;59;0.000354134
1600;91;88;0.000342091
1600;81;80;0.000334106
1600;72;69;0.000353192
1600;56;55;0.000345327
1600;54;53;0.000335108
1600;58;55;0.00035243
1600;68;65;0.000338845
1600;65;64;0.000348854
1600;88;85;0.000351008
1600;89;86;0.000343113
1600;88;87;0.000337473
1600;65;62;0.000428062
1600;75;74;0.000334437
1600;61;60;0.000347651
1600;67;64;0.000335268
1600;76;73;0.000335609
1600;84;81;0.000386264
1600;89;86;0.000374432
1600;55;52;0.000336631
1600;72;69;0.000352461
1600;61;58;0.00035741
1600;59;58;0.000335428
1600;72;71;0.000352351
1600;67;64;0.000333755
1600;59;56;0.000332213
1600;79;77;0.000456195
1600;58;57;0.000365926
1600;59;57;0.000337823
1600;89;87;0.000356518
1600;80;78;0.000356358
1600;77;76;0.000336471
1600;85;84;0.000447469
1600;65;64;0.0003414
1600;61;59;0.000338594
1600;66;65;0.000363151
1600;81;79;0.000350246
1600;80;78;0.000336341
1600;61;59;0.000353713
1600;72;71;0.000344866
1600;65;63;0.000334878
1600;78;77;0.000359163
1600;71;70;0.000337983
1600;63;62;0.000339416
1600;83;81;0.000353302
1600;62;61;0.00033619
1600;68;66;0.000339306
1600;67;66;0.00042151
1600;55;53;0.000337893
1600;72;70;0.00033595
1600;79;78;0.000353973
1600;61;60;0.000336521
1600;75;74;0.000349976
1600;55;53;0.000338765
1600;66;65;0.00033614
1600;73;71;0.000348934
1600;91;90;0.000560882
1600;49;46;0.000468578
1600;80;76;0.00049094
1600;74;73;0.000423364
1600;79;78;0.00035767
1600;75;74;0.000338805
1600;56;52;0.00033603
1600;71;70;0.000367258
1600;63;62;0.000339707
1600;79;75;0.000338204
1600;74;73;0.000398647
1600;93;89;0.000338304
1600;77;73;0.000353052
1600;71;70;0.000338554
1600;81;80;0.000335298
1600;74;70;0.000354394
1600;80;76;0.000341901
1600;77;73;0.000336481
1600;58;57;0.000356448
1600;58;54;0.000338484
1600;83;82;0.000334968
1600;69;68;0.000353783
1600;75;71;0.000338084
1600;65;64;0.000345568
1600;63;62;0.000351528
1600;60;59;0.000361587
1600;58;54;0.000335239
1600;63;59;0.000378208
1600;86;82;0.000359313
1600;79;78;0.000350387
1600;70;69;0.000501309
1600;67;66;0.000336772
1600;63;60;0.000589344
1600;62;61;0.0004375
1600;52;51;0.000497181
1600;76;75;0.000339567
1600;63;60;0.000345808
1600;58;55;0.000342171
1600;73;72;0.000334106
1600;57;54;0.000346258
1600;77;74;0.000341239
1600;59;56;0.000334858
1600;72;71;0.000348503
1600;61;58;0.000351338
1600;64;61;0.000440054
1600;67;64;0.00043711
1600;59;58;0.000335098
1600;82;79;0.000325429
1600;77;74;0.000351508
1600;85;82;0.00033593
1600;53;50;0.000344936
1600;55;52;0.000344515
1600;56;53;0.000332383
1600;65;64;0.000346359
1600;54;53;0.0003414
1600;70;69;0.000334147
1600;77;76;0.000390742
1600;51;48;0.000370384
1600;60;57;0.00033611
1600;52;51;0.000351659
1600;60;55;0.000479739
1600;58;53;0.000350276
1600;67;62;0.000337122
1600;62;57;0.000338775
1600;66;61;0.000352491
1600;59;54;0.000334617
1600;76;72;0.000337032
1600;68;63;0.000352681
1600;65;60;0.000335138
1600;73;69;0.000356578
1600;63;58;0.000349084
1600;63;58;0.0003416
1600;71;67;0.000351909
1600;63;58;0.000375975
1600;64;59;0.00035723
1600;56;51;0.000367048
1600;74;69;0.000390822
1600;70;65;0.000369663
1600;64;59;0.000334327
1600;77;73;0.000349555
1600;76;71;0.000334567
1600;62;57;0.000332653
1600;48;43;0.000348093
1600;61;56;0.000336691
1600;49;45;0.000334517
1600;59;54;0.000348052
1600;59;54;0.000334617
1600;53;49;0.000418976
1600;53;48;0.000351238
1600;71;66;0.000334226
1600;69;68;0.000410028
1600;80;79;0.000352651
1600;58;57;0.00035223
1600;73;72;0.00033607
1600;86;85;0.000362569
1600;85;82;0.000348943
1600;91;88;0.000335047
1600;68;67;0.000353804
1600;84;81;0.000340317
1600;67;66;0.000336291
1600;79;78;0.000411501
1600;70;69;0.000332483
1600;61;60;0.000333074
1600;85;84;0.00035226
1600;77;74;0.000365605
1600;90;87;0.000379391
1600;92;91;0.000350948
1600;92;89;0.000337472
1600;59;58;0.000332924
1600;91;90;0.000349415
1600;79;78;0.000334828
1600;75;74;0.000346569
1600;80;77;0.000338494
1600;74;71;0.000334266
1600;85;84;0.000351558
1600;85;84;0.000418654
1600;74;73;0.000415559
1600;88;87;0.000444503
1600;84;81;0.000424416
1600;69;68;0.000432521
1600;84;82;0.000564628
1600;59;57;0.000488846
1600;52;49;0.000499126
1600;49;47;0.000482695
1600;70;68;0.000551488
1600;65;62;0.000609773
1600;52;49;0.000618008
1600;68;65;0.000586228
1600;57;54;0.000452609
1600;77;74;0.000436488
1600;67;64;0.000444964
1600;64;61;0.000425207
1600;81;79;0.000494867
1600;60;58;0.000429906
1600;72;69;0.00053375
1600;65;62;0.000430246
1600;70;68;0.000447063
1600;73;70;0.000349565
1600;62;59;0.000337552
1600;58;56;0.000356107
1600;50;48;0.000338284
1600;55;53;0.000345598
1600;86;83;0.000358902
1600;77;74;0.000338835
1600;79;76;0.000334446
1600;67;64;0.000365555
1600;82;80;0.000335368
1600;73;70;0.000337212
1600;91;89;0.00036794
1600;75;72;0.000338114
1600;68;65;0.000430788
1600;53;50;0.000338484
1600;54;51;0.00034136
1600;55;52;0.000384891
1600;60;57;0.000335047
1600;52;49;0.000335679
1600;59;56;0.000350356
1600;53;50;0.000332534
1600;44;41;0.000338394
1600;56;53;0.000355837
1600;69;66;0.000335609
1600;67;64;0.0003307
1600;48;45;0.000349344
1600;58;55;0.000335789
1600;53;50;0.000332874
1600;61;58;0.000344245
1600;46;43;0.000332483
1600;64;61;0.000342232
1600;62;59;0.000362659
1600;58;55;0.00034683
1600;64;61;0.000441677
1600;57;54;0.000438402
1600;59;56;0.000455854
1600;64;61;0.000334026
1600;53;50;0.000338614
1600;47;44;0.000348253
1600;65;62;0.000332243
1600;68;65;0.000334547
1600;67;64;0.000349916
1600;69;66;0.000333334
1600;81;79;0.000562815
1600;69;67;0.000513583
1600;74;72;0.000440205
1600;72;70;0.000454833
1600;61;59;0.000442609
1600;72;70;0.000456065
1600;92;90;0.000432891
1600;61;59;0.000449502
1600;82;80;0.000427902
1600;69;67;0.000427411
1600;69;67;0.00048532
1600;73;71;0.000425577
1600;57;55;0.000441508
1600;64;62;0.000427631
1600;76;74;0.000427401
1600;76;74;0.000447949
1600;84;82;0.000424706
1600;78;76;0.000498434
1600;69;67;0.00050667
1600;68;66;0.00045901
1600;77;75;0.000440296
1600;78;76;0.000450404
1600;87;85;0.000422382
1600;68;66;0.000421269
1600;75;73;0.000447599
1600;61;59;0.000425107
1600;61;59;0.000444283
1600;79;77;0.000422582
1600;89;87;0.000459866
1600;81;79;0.000349565
1600;50;48;0.00059753
1600;59;57;0.000369823
1600;58;56;0.000347762
1600;56;54;0.000436934
1600;53;51;0.000674283
1600;74;72;0.00054701
1600;57;55;0.00048557
1600;60;58;0.000502933
1600;63;61;0.000484668
1600;51;49;0.00049635
1600;73;71;0.00050116
1600;59;57;0.000492723
1600;65;63;0.000487253
1600;48;46;0.000526506
1600;60;58;0.000482354
1600;57;55;0.000496851
1600;43;41;0.000484247
1600;66;64;0.000499747
1600;61;59;0.000480491
1600;64;62;0.000505447
1600;71;69;0.00052818
1600;59;57;0.000502141
1600;63;61;0.000494908
1600;64;62;0.000494046
1600;44;42;0.000446106
1600;59;57;0.00039481
1600;66;64;0.000355326
1600;74;72;0.000342903
1600;72;70;0.00038439
1600;44;42;0.000427642
1600;48;46;0.000672741
1600;51;49;0.000466144
1600;51;49;0.000487233
1600;52;50;0.000502522
1600;59;57;0.000480531
1600;50;48;0.000465222
1600;54;52;0.000463559
1600;59;57;0.000484718
1600;51;49;0.000638888
1600;42;40;0.000482023
1600;50;48;0.000487153
1600;57;55;0.000470031
1600;54;52;0.000486151
1600;63;61;0.000462286
1600;60;58;0.000468498
1600;42;40;0.000495799
1600;46;44;0.000466234
1600;49;47;0.000488686
1600;49;47;0.000484518
1600;42;40;0.000490931
1600;47;45;0.000468287
1600;56;54;0.000855333
1600;57;55;0.000893897
1600;47;45;0.000777425
1600;41;39;0.0005973
1600;53;51;0.000610203
1600;53;51;0.0008112
1600;57;55;0.000492974
1600;46;44;0.000581399
1600;67;65;0.000444283
1600;45;43;0.000471613
1600;59;58;0.000343423
1600;55;53;0.000359524
1600;62;60;0.000348283
1600;54;52;0.000339356
1600;62;60;0.000358612
1600;52;50;0.000340027
1600;57;56;0.00038397
1600;47;45;0.00036279
1600;46;44;0.00034135
1600;45;43;0.000339276
1600;57;56;0.000359443
1600;58;56;0.000339948
1600;58;56;0.00035236
1600;59;57;0.000418444
1600;51;49;0.000339166
1600;44;42;0.000366983
1600;63;62;0.000360025
1600;48;46;0.000343584
1600;50;48;0.000581569
1600;54;53;0.000485861
1600;56;54;0.000499742
1600;51;49;0.000342211
1600;48;46;0.000337843
1600;48;46;0.000373234
1600;54;52;0.000342833
1600;60;58;0.000356849
1600;56;54;0.000346359
1600;50;48;0.000341189
1600;48;46;0.000441448
1600;70;67;0.000508322
1600;57;54;0.000344626
1600;54;51;0.000367228
1600;55;52;0.000342241
1600;61;58;0.000354935
1600;63;60;0.000380143
1600;64;61;0.000341871
1600;65;62;0.000371516
1600;58;55;0.000364533
1600;76;73;0.000341891
1600;56;53;0.00039996
1600;57;54;0.000441848
1600;58;55;0.000530825
1600;54;51;0.000463439
1600;56;53;0.000419446
1600;78;75;0.000455704
1600;68;65;0.000429656
1600;79;76;0.000431709
1600;48;45;0.000379391
1600;68;65;0.000435987
1600;61;58;0.000391544
1600;74;71;0.000346349
1600;71;68;0.000353593
1600;70;67;0.000492243
1600;62;59;0.0003737
1600;47;44;0.000360195
1600;71;68;0.000345368
1600;55;52;0.000344075
1600;59;56;0.000355867
1600;66;63;0.000338704
1600;58;56;0.000565519
1600;61;59;0.000343534
1600;71;69;0.000371697
1600;57;55;0.000342652
1600;68;66;0.000338855
1600;74;72;0.000393888
1600;55;53;0.000344776
1600;61;60;0.000367478
1600;67;66;0.000363591
1600;69;67;0.000342011
1600;57;56;0.000340789
1600;53;52;0.000352681
1600;70;68;0.000351579
1600;73;72;0.000351469
1600;55;54;0.000338724
1600;76;74;0.000379571
1600;52;50;0.000357029
1600;64;62;0.000338384
1600;78;77;0.000338795
1600;50;49;0.000359013
1600;48;47;0.00033572
1600;75;73;0.000336971
1600;65;63;0.000399379
1600;77;75;0.00043775
1600;78;76;0.000442328
1600;69;67;0.000459671
1600;50;49;0.000466004
1600;67;65;0.000469069
1600;72;71;0.000466254
1600;71;69;0.00047514
1600;83;82;0.000488465
1600;67;64;0.000359113
1600;88;87;0.000407454
1600;56;54;0.000354885
1600;84;83;0.000341961
