n;rounds;depth;time
1100;62;59;0.000253014
1100;40;39;0.000233778
1100;59;56;0.000232245
1100;50;49;0.00023452
1100;46;43;0.000248736
1100;45;42;0.000232686
1100;51;50;0.000233127
1100;45;44;0.000235231
1100;43;42;0.000301996
1100;42;41;0.000235933
1100;47;44;0.000232966
1100;44;43;0.000234139
1100;58;55;0.000247103
1100;50;49;0.000236484
1100;38;35;0.000233617
1100;63;62;0.000233417
1100;49;48;0.000248927
1100;43;40;0.000298369
1100;58;55;0.000240681
1100;51;50;0.000238156
1100;67;66;0.000239248
1100;59;56;0.000254777
1100;43;42;0.000236483
1100;65;64;0.000236763
1100;49;48;0.000233497
1100;38;35;0.000251011
1100;61;60;0.000236393
1100;53;52;0.000234589
1100;63;60;0.000235481
1100;63;62;0.000252193
1100;52;49;0.000237084
1100;58;55;0.000233468
1100;53;52;0.000234309
1100;68;65;0.000273913
1100;57;54;0.000236073
1100;60;59;0.000236263
1100;51;48;0.000235761
1100;55;54;0.00025094
1100;56;55;0.000237405
1100;52;49;0.00023507
1100;52;51;0.000236282
1100;42;39;0.000246422
1100;37;34;0.000415319
1100;46;45;0.000407624
1100;51;50;0.000374056
1100;56;53;0.000299622
1100;48;47;0.000296916
1100;68;65;0.000326431
1100;58;55;0.000239419
1100;47;44;0.00023491
1100;57;54;0.000234769
1100;64;61;0.000273422
1100;65;62;0.000240571
1100;48;45;0.000233548
1100;45;42;0.000235912
1100;54;51;0.00024539
1100;66;63;0.000240731
1100;39;36;0.000234299
1100;61;58;0.000233959
1100;60;57;0.00023516
1100;61;58;0.000264355
1100;53;50;0.000253645
1100;61;58;0.000237204
1100;65;62;0.000235792
1100;62;59;0.00025629
1100;51;48;0.000237615
1100;52;49;0.000234259
1100;59;56;0.000237014
1100;55;52;0.000269575
1100;53;50;0.000299872
1100;53;50;0.000238597
1100;52;49;0.000249959
1100;55;52;0.000255599
1100;62;59;0.00023499
1100;60;57;0.000235562
1100;56;53;0.00023483
1100;66;63;0.000251381
1100;66;62;0.000303448
1100;71;70;0.00025636
1100;53;49;0.000241262
1100;52;51;0.000234871
1100;71;70;0.000232986
1100;72;71;0.000249137
1100;67;66;0.000238277
1100;66;62;0.000233427
1100;59;55;0.000233488
1100;65;61;0.000247985
1100;45;44;0.000237024
1100;63;59;0.000308819
1100;47;43;0.000232135
1100;61;57;0.000248616
1100;57;56;0.000238758
1100;62;58;0.000233157
1100;68;67;0.000246472
1100;63;59;0.0002509
1100;68;64;0.000312977
1100;57;53;0.000319038
1100;44;40;0.000229831
1100;65;64;0.000250609
1100;57;53;0.000232326
1100;52;48;0.000232486
1100;57;56;0.000263002
1100;70;69;0.000251491
1100;72;71;0.000232015
1100;68;67;0.000230271
1100;43;39;0.000230211
1100;69;65;0.00025057
1100;45;43;0.000285546
1100;70;68;0.000238366
1100;71;69;0.000253795
1100;61;59;0.000241002
1100;65;63;0.000236413
1100;60;55;0.000235431
1100;75;70;0.000251311
1100;56;51;0.000238568
1100;50;48;0.000292478
1100;52;50;0.000236774
1100;66;64;0.000248065
1100;63;58;0.000237815
1100;60;58;0.0002347
1100;59;57;0.000246602
1100;59;57;0.00025127
1100;47;45;0.000241512
1100;64;62;0.00023484
1100;67;65;0.000235642
1100;52;47;0.000250339
1100;58;56;0.000236213
1100;43;41;0.000233277
1100;55;53;0.000235963
1100;55;50;0.000247373
1100;49;47;0.000235382
1100;65;60;0.00023488
1100;68;63;0.000234099
1100;55;50;0.000233347
1100;62;60;0.000278612
1100;43;38;0.000235401
1100;60;58;0.000235601
1100;59;58;0.000284483
1100;44;42;0.000238858
1100;37;35;0.000308057
1100;46;44;0.000238477
1100;40;39;0.000292609
1100;53;52;0.00023507
1100;49;48;0.000251061
1100;49;47;0.000250149
1100;47;46;0.00024001
1100;48;47;0.000232846
1100;50;48;0.000263103
1100;47;46;0.000233057
1100;51;49;0.000238808
1100;54;52;0.000233487
1100;45;44;0.000250159
1100;56;55;0.000233809
1100;53;52;0.00023507
1100;50;48;0.000233708
1100;47;45;0.000246122
1100;47;46;0.000235371
1100;49;48;0.000234369
1100;54;53;0.00023445
1100;53;52;0.000233337
1100;45;44;0.000251862
1100;66;64;0.000234349
1100;59;57;0.000231123
1100;39;38;0.000246062
1100;55;53;0.000250449
1100;57;56;0.000237846
1100;46;45;0.0002399
1100;67;66;0.000290554
1100;66;65;0.00025644
1100;47;46;0.000254367
1100;47;46;0.000235842
1100;65;64;0.000240531
1100;63;62;0.000234981
1100;66;65;0.00025085
1100;61;58;0.000236754
1100;54;53;0.00024054
1100;51;50;0.000235592
1100;46;45;0.000246472
1100;65;64;0.000235862
1100;65;62;0.000235491
1100;54;53;0.000239639
1100;61;60;0.000234509
1100;58;55;0.000247063
1100;60;59;0.000232907
1100;62;61;0.000238267
1100;67;66;0.000234479
1100;59;58;0.000249738
1100;70;69;0.000233528
1100;63;62;0.00024548
1100;59;58;0.000238086
1100;70;67;0.000247825
1100;57;56;0.000234109
1100;64;63;0.000233477
1100;62;61;0.000232416
1100;61;60;0.000250179
1100;65;64;0.000233858
1100;43;40;0.000235411
1100;62;60;0.000321903
1100;73;71;0.000280275
1100;62;60;0.000240521
1100;51;49;0.000240851
1100;57;55;0.000241112
1100;59;57;0.000254868
1100;84;82;0.000240601
1100;61;59;0.000242334
1100;63;61;0.000235582
1100;65;63;0.00025657
1100;84;82;0.000238737
1100;73;71;0.000235962
1100;57;55;0.000240401
1100;79;77;0.000254777
1100;57;55;0.000236563
1100;69;67;0.000235642
1100;64;62;0.000237344
1100;75;73;0.000247404
1100;59;57;0.000270647
1100;54;52;0.000237665
1100;54;52;0.000237405
1100;59;57;0.000252814
1100;53;51;0.000236233
1100;74;72;0.000270376
1100;72;70;0.000243907
1100;64;62;0.000252012
1100;82;80;0.000238126
1100;77;75;0.000236564
1100;61;59;0.000236273
1100;57;55;0.000249718
1100;60;56;0.000320681
1100;59;55;0.000239279
1100;59;56;0.000247384
1100;59;56;0.000238787
1100;61;57;0.000232606
1100;48;44;0.000232266
1100;62;58;0.000241322
1100;52;49;0.000248416
1100;57;54;0.000232796
1100;40;37;0.000232816
1100;61;58;0.000233548
1100;53;50;0.000247835
1100;65;61;0.000257893
1100;53;49;0.000234269
1100;42;39;0.000239469
1100;53;49;0.000246622
1100;47;44;0.000232676
1100;45;41;0.0002346
1100;42;39;0.000235932
1100;57;54;0.000264757
1100;58;54;0.000232395
1100;61;58;0.000232947
1100;49;46;0.000234068
1100;51;48;0.000243075
1100;60;57;0.000231594
1100;56;52;0.000231304
1100;60;56;0.000237074
1100;65;62;0.000230362
1100;43;39;0.000245199
1100;47;43;0.000233267
1100;78;75;0.000291205
1100;67;65;0.000254457
1100;92;90;0.000249036
1100;78;76;0.000235411
1100;67;65;0.00023511
1100;83;80;0.000256241
1100;74;72;0.000236343
1100;90;88;0.00023474
1100;72;70;0.000233768
1100;78;76;0.000252694
1100;69;67;0.000234309
1100;83;81;0.000233688
1100;75;73;0.000232475
1100;75;73;0.000250649
1100;93;91;0.000236904
1100;71;69;0.000234129
1100;75;73;0.000283822
1100;77;74;0.00025577
1100;78;76;0.00023484
1100;70;68;0.00023494
1100;74;72;0.000235522
1100;77;74;0.0004058
1100;82;79;0.000280135
1100;72;70;0.000248826
1100;83;81;0.0002452
1100;58;55;0.000391589
1100;80;78;0.000366727
1100;63;61;0.000314039
1100;78;76;0.000296576
1100;83;80;0.000295293
1100;52;50;0.000310312
1100;49;47;0.000239298
1100;71;69;0.000241121
1100;54;53;0.000236233
1100;69;67;0.000257833
1100;53;52;0.000238216
1100;53;52;0.000235461
1100;57;55;0.000236313
1100;48;47;0.000305393
1100;53;51;0.00023505
1100;47;45;0.000306865
1100;60;58;0.000238346
1100;57;56;0.000254317
1100;71;70;0.000237114
1100;62;60;0.000234891
1100;38;36;0.000234419
1100;48;46;0.000256501
1100;56;55;0.000235682
1100;57;55;0.000234589
1100;57;56;0.000236133
1100;67;66;0.000252323
1100;49;48;0.000234449
1100;51;50;0.000236564
1100;53;52;0.000233748
1100;59;58;0.000248556
1100;43;41;0.000235341
1100;67;66;0.000235571
1100;55;54;0.000236213
1100;52;50;0.000232907
1100;60;59;0.000267862
1100;56;54;0.000310813
1100;57;53;0.000236142
1100;45;43;0.000250329
1100;49;47;0.000255539
1100;51;49;0.00023503
1100;56;54;0.000234019
1100;51;47;0.00023469
1100;47;45;0.000258384
1100;53;51;0.000256341
1100;53;51;0.000268453
1100;38;36;0.000236072
1100;59;57;0.000293771
1100;45;41;0.000236704
1100;53;51;0.000237465
1100;44;42;0.000236092
1100;56;54;0.000269576
1100;53;51;0.000236533
1100;40;38;0.000235221
1100;56;54;0.000236884
1100;47;43;0.000255319
1100;54;52;0.000269895
1100;45;41;0.000247233
1100;49;47;0.000234169
1100;58;54;0.000251311
1100;53;51;0.000252984
1100;51;49;0.000311163
1100;49;47;0.000283532
1100;41;39;0.000337352
1100;47;45;0.000332794
1100;48;46;0.000401362
1100;54;52;0.000441879
1100;51;49;0.000301886
1100;66;64;0.000301735
1100;72;70;0.000393328
1100;48;46;0.000399579
1100;48;46;0.000301885
1100;66;64;0.000314499
1100;60;59;0.000299151
1100;59;58;0.000296806
1100;64;62;0.000293851
1100;62;61;0.000323406
1100;41;39;0.000292769
1100;56;55;0.00029362
1100;61;60;0.000323767
1100;63;61;0.000300083
1100;64;63;0.000296976
1100;46;44;0.000316143
1100;59;58;0.000295894
1100;62;60;0.00029341
1100;51;50;0.000293561
1100;59;58;0.000314219
1100;62;61;0.000296115
1100;52;51;0.000294462
1100;63;62;0.000367739
1100;51;49;0.000315942
1100;63;62;0.000296967
1100;65;63;0.000373349
1100;49;47;0.000391974
1100;68;67;0.000380478
1100;47;45;0.00024561
1600;64;63;0.000406712
1600;59;58;0.000337072
1600;70;69;0.000354454
1600;54;52;0.00034113
1600;65;64;0.000335729
1600;56;55;0.000350677
1600;60;59;0.000380834
1600;68;66;0.000382777
1600;52;51;0.000361468
1600;62;61;0.00034178
1600;73;72;0.000331481
1600;59;58;0.000361478
1600;55;54;0.000332092
1600;67;66;0.000334157
1600;66;65;0.000349204
1600;61;60;0.000330149
1600;52;51;0.000332653
1600;61;59;0.000359463
1600;63;61;0.000332664
1600;62;61;0.000403606
1600;52;51;0.000336491
1600;55;54;0.000329678
1600;64;63;0.000343664
1600;67;66;0.000370194
1600;60;59;0.000333846
1600;64;63;0.000378469
1600;73;72;0.000333565
1600;61;60;0.0003359
1600;53;51;0.000391995
1600;54;53;0.000334947
1600;47;43;0.000406071
1600;54;50;0.000331882
1600;52;48;0.000553798
1600;55;54;0.000465221
1600;48;47;0.000482279
1600;37;36;0.000462647
1600;49;45;0.000451767
1600;50;49;0.000410309
1600;60;59;0.000436818
1600;50;49;0.000409958
1600;44;43;0.000408966
1600;54;53;0.000370469
1600;43;39;0.000330329
1600;37;36;0.000415969
1600;60;56;0.000329939
1600;49;48;0.000327103
1600;54;50;0.000345708
1600;58;54;0.000333174
1600;46;45;0.000344045
1600;53;49;0.000343514
1600;43;39;0.000327814
1600;55;54;0.000339586
1600;54;53;0.000343804
1600;46;42;0.000328416
1600;43;39;0.000338084
1600;50;49;0.000346459
1600;48;44;0.000329428
1600;51;47;0.000330629
1600;58;57;0.000347562
1600;57;56;0.000330058
1600;50;46;0.000409548
1600;71;67;0.00035717
1600;53;51;0.0003419
1600;55;51;0.00033633
1600;65;63;0.000349214
1600;66;62;0.000324097
1600;71;67;0.000417793
1600;56;54;0.000349656
1600;59;55;0.000332914
1600;56;54;0.000332683
1600;46;42;0.0003467
1600;62;60;0.000345558
1600;54;50;0.000346048
1600;54;50;0.000467366
1600;71;67;0.000344797
1600;43;41;0.000354735
1600;60;58;0.000338704
1600;70;66;0.00033589
1600;60;58;0.00035753
1600;51;49;0.000335739
1600;65;63;0.000334237
1600;59;57;0.000353873
1600;59;57;0.000344005
1600;60;58;0.000334387
1600;73;69;0.000355586
1600;58;56;0.000339256
1600;71;69;0.000334387
1600;56;54;0.000350897
1600;50;46;0.000344196
1600;53;51;0.000350617
1600;56;55;0.000404448
1600;48;47;0.000333485
1600;47;46;0.000331681
1600;46;45;0.00034712
1600;50;49;0.0003362
1600;69;66;0.000332423
1600;65;64;0.000344245
1600;64;63;0.000338023
1600;50;49;0.000332002
1600;66;65;0.000349796
1600;62;61;0.000333786
1600;70;69;0.00033617
1600;51;50;0.000601717
1600;71;70;0.000419486
1600;53;52;0.000638326
1600;72;71;0.000339245
1600;63;62;0.000348253
1600;45;42;0.000337703
1600;52;51;0.000330029
1600;46;45;0.000348162
1600;57;56;0.000336872
1600;49;46;0.000332242
1600;64;61;0.000349726
1600;56;55;0.000336801
1600;47;46;0.000332002
1600;54;53;0.000347542
1600;47;46;0.000337613
1600;64;63;0.000369282
1600;71;70;0.000347431
1600;59;58;0.000332433
1600;66;65;0.000400851
1600;64;63;0.00036294
1600;82;81;0.000342722
1600;65;64;0.000347902
1600;70;69;0.000337443
1600;86;85;0.000338043
1600;86;85;0.000347251
1600;85;84;0.000335639
1600;59;58;0.000340569
1600;61;60;0.000339186
1600;83;82;0.000344335
1600;70;69;0.000334607
1600;71;70;0.000366407
1600;57;56;0.000388799
1600;86;85;0.000333735
1600;86;85;0.000376376
1600;81;80;0.000335258
1600;85;84;0.000335128
1600;54;53;0.000350046
1600;87;86;0.000335609
1600;80;79;0.000335329
1600;74;73;0.000353593
1600;67;66;0.000338574
1600;92;91;0.000333816
1600;76;75;0.000416891
1600;71;70;0.000336109
1600;62;61;0.000348713
1600;70;69;0.000338324
1600;75;74;0.000333285
1600;93;92;0.000363321
1600;46;45;0.000393066
1600;68;67;0.000343694
1600;55;54;0.000610905
1600;61;60;0.000340237
1600;62;61;0.000349395
1600;58;55;0.000336611
1600;53;52;0.000339857
1600;61;60;0.000352801
1600;58;55;0.000332232
1600;57;54;0.000339557
1600;70;69;0.000350617
1600;57;56;0.000333685
1600;54;53;0.000348243
1600;54;53;0.000349525
1600;59;56;0.000335068
1600;73;72;0.000333966
1600;60;59;0.000347251
1600;57;54;0.000334687
1600;75;72;0.000333555
1600;75;72;0.000350016
1600;63;62;0.000333985
1600;51;50;0.000334486
1600;62;61;0.000349285
1600;71;70;0.000333816
1600;62;59;0.000332663
1600;71;68;0.000358242
1600;70;69;0.000348623
1600;57;56;0.000332994
1600;66;65;0.000350968
1600;65;64;0.00033073
1600;56;54;0.000428483
1600;82;80;0.000339887
1600;69;68;0.000365645
1600;72;70;0.000335709
1600;67;65;0.000334958
1600;67;65;0.000353843
1600;75;73;0.000337984
1600;74;72;0.000333805
1600;63;62;0.000357621
1600;68;67;0.000337142
1600;71;69;0.000333535
1600;63;61;0.000358512
1600;81;79;0.000335909
1600;83;81;0.000337282
1600;72;70;0.000365214
1600;80;78;0.000430417
1600;90;89;0.00033626
1600;73;71;0.000348383
1600;62;60;0.000332383
1600;69;68;0.000340298
1600;60;59;0.000355666
1600;71;69;0.000335679
1600;61;59;0.000333445
1600;51;49;0.000350266
1600;67;66;0.000365124
1600;63;61;0.000359944
1600;79;77;0.000335178
1600;73;72;0.000355897
1600;65;64;0.00042726
1600;52;50;0.000335689
1600;51;50;0.000417152
1600;49;48;0.000335108
1600;42;39;0.000329197
1600;46;43;0.000352972
1600;48;46;0.00033102
1600;47;44;0.000344356
1600;49;48;0.000415669
1600;39;38;0.000332303
1600;49;48;0.000348874
1600;47;44;0.000330569
1600;43;40;0.0003305
1600;46;45;0.000348072
1600;50;49;0.000333175
1600;48;47;0.000330158
1600;54;53;0.00034678
1600;40;39;0.000331802
1600;40;37;0.00035202
1600;57;56;0.000348794
1600;49;48;0.000328375
1600;52;49;0.000342783
1600;40;39;0.000402855
1600;46;45;0.000362089
1600;52;49;0.000330639
1600;46;45;0.000390963
1600;55;54;0.000332754
1600;58;55;0.000328275
1600;54;51;0.000347281
1600;58;55;0.000329998
1600;44;43;0.000329237
1600;44;41;0.000350496
1600;84;82;0.000405259
1600;65;63;0.000339346
1600;58;56;0.000338504
1600;56;54;0.000343404
1600;52;50;0.00033623
1600;59;57;0.000331431
1600;70;68;0.000342813
1600;61;59;0.000397675
1600;69;67;0.000333936
1600;53;51;0.000343945
1600;62;60;0.000334787
1600;68;66;0.000331321
1600;57;55;0.000347041
1600;65;63;0.000337622
1600;71;69;0.000329929
1600;65;63;0.000346279
1600;79;77;0.000369442
1600;66;64;0.000404858
1600;69;67;0.000454432
1600;55;53;0.00033578
1600;64;62;0.000359764
1600;68;66;0.000332453
1600;84;82;0.000328916
1600;68;66;0.000343855
1600;74;72;0.000333104
1600;90;88;0.000331632
1600;88;86;0.000345437
1600;76;74;0.000333836
1600;65;63;0.000328215
1600;56;54;0.000345528
1600;43;40;0.000403576
1600;55;53;0.000337593
1600;53;50;0.000350717
1600;64;61;0.000360065
1600;51;49;0.000331201
1600;46;44;0.000333064
1600;59;57;0.000401683
1600;59;57;0.000338675
1600;42;39;0.000336761
1600;44;41;0.000346119
1600;48;45;0.000329798
1600;49;46;0.000331331
1600;59;56;0.000439544
1600;52;50;0.000328956
1600;57;54;0.000326512
1600;50;47;0.00034158
1600;56;54;0.000328726
1600;59;57;0.000341079
1600;51;49;0.000341851
1600;57;54;0.000328495
1600;57;55;0.000337874
1600;53;51;0.000343043
1600;59;57;0.00033097
1600;49;46;0.000329518
1600;67;64;0.000344766
1600;49;47;0.000331701
1600;55;53;0.000330479
1600;42;40;0.000347421
1600;52;50;0.000330479
1600;55;52;0.00033095
1600;83;82;0.000445906
1600;78;77;0.000336601
1600;76;73;0.000382537
1600;82;81;0.000333285
1600;66;63;0.000331561
1600;64;63;0.000353122
1600;67;64;0.000343424
1600;61;58;0.000334527
1600;68;67;0.000358211
1600;96;93;0.000334867
1600;69;66;0.00033066
1600;73;70;0.000452798
1600;80;79;0.000331842
1600;73;72;0.00033087
1600;83;82;0.000344525
1600;80;79;0.000333065
1600;93;90;0.000331922
1600;75;74;0.000345397
1600;85;84;0.000333716
1600;84;83;0.000358732
1600;77;76;0.000335289
1600;72;69;0.000334336
1600;60;59;0.000423334
1600;89;88;0.000355005
1600;50;49;0.000331762
1600;82;81;0.000349555
1600;82;81;0.000332343
1600;50;47;0.000333445
1600;82;79;0.000352671
1600;83;82;0.000331331
1600;56;54;0.010858789
1600;74;72;0.000532288
1600;79;78;0.00054967
1600;63;61;0.000543339
1600;80;79;0.000560731
1600;73;71;0.000541915
1600;91;89;0.000524203
1600;64;62;0.000729427
1600;70;68;0.00060275
1600;71;69;0.000519975
1600;65;64;0.000573094
1600;73;72;0.000536996
1600;76;74;0.00057052
1600;78;77;0.00631696
1600;68;66;0.000557124
1600;70;69;0.000513492
1600;79;78;0.001928441
1600;71;70;0.000749836
1600;59;57;0.000530905
1600;71;69;0.000579927
1600;93;91;0.000543348
1600;90;89;0.000553828
1600;71;69;0.000561453
1600;71;70;0.000524713
1600;100;98;0.000543198
1600;91;89;0.00054956
1600;76;74;0.00057079
1600;71;70;0.000525565
1600;72;71;0.000538469
1600;78;76;0.000505338
1600;57;55;0.000897221
1600;68;66;0.000648425
1600;50;48;0.000524543
1600;55;53;0.000573625
1600;52;50;0.000543098
1600;47;45;0.000996597
1600;53;51;0.000575769
1600;56;54;0.00052301
1600;45;43;0.000541234
1600;49;47;0.000530194
1600;68;66;0.000600205
1600;56;54;0.000543188
1600;66;64;0.000515957
1600;66;64;0.000568386
1600;65;63;0.000550351
1600;57;55;0.000591379
1600;47;45;0.000552545
1600;40;38;0.00062071
1600;63;61;0.000523471
1600;48;46;0.000522289
1600;55;53;0.00052314
1600;53;51;0.000507331
1600;57;55;0.000540894
1600;58;56;0.000541204
1600;47;45;0.000564748
1600;53;51;0.000534762
1600;62;60;0.000584465
1600;68;66;0.00051204
1600;59;57;0.000823226
1600;63;61;0.000672611
1600;85;83;0.00049081
1600;114;111;0.000457126
1600;80;78;0.000430396
1600;92;89;0.000443632
1600;86;83;0.00048033
1600;77;75;0.010654029
1600;70;68;0.00043785
1600;77;75;0.000435637
1600;84;82;0.000405219
1600;88;85;0.000407764
1600;94;91;0.000435065
1600;77;75;0.000417172
1600;84;82;0.000424916
1600;77;75;0.000422171
1600;86;83;0.000490559
1600;80;77;0.000452368
1600;121;118;0.000467106
1600;82;80;0.011407609
1600;99;96;0.000413705
1600;88;85;0.000434143
1600;73;71;0.000423734
1600;93;91;0.000444442
1600;76;74;0.000414396
1600;76;74;0.000477054
1600;70;68;0.000641141
1600;75;73;0.000450394
1600;108;106;0.000422251
1600;94;92;0.00045378
1600;115;112;0.011017226
1600;76;74;0.000428683
1600;62;59;0.000602228
1600;67;64;0.000443872
1600;50;49;0.0004858
1600;48;46;0.000418104
1600;64;61;0.000513129
1600;57;54;0.000521457
1600;54;51;0.003580763
1600;61;58;0.000423915
1600;61;58;0.000507781
1600;60;57;0.000873396
1600;74;71;0.000428032
1600;51;50;0.000446036
1600;56;53;0.000423874
1600;54;52;0.000494377
1600;64;61;0.000439383
1600;46;43;0.000485136
1600;56;54;0.000512642
1600;64;61;0.000411962
1600;69;66;0.000492393
1600;56;53;0.000446637
1600;51;48;0.000454793
1600;63;60;0.000421129
1600;64;61;0.000423434
1600;54;51;0.0004108
1600;49;48;0.000408556
1600;53;50;0.000457707
1600;50;47;0.000490449
1600;50;49;0.000445224
1600;58;57;0.000421771
1600;53;50;0.00044263
1600;39;34;0.000474449
1600;48;47;0.000496491
1600;54;53;0.000422903
1600;35;32;0.000415689
1600;49;48;0.000953226
1600;42;41;0.000428924
1600;38;37;0.000425267
1600;45;44;0.000435496
1600;49;45;0.000417522
1600;53;52;0.00054397
1600;54;53;0.000428814
1600;46;42;0.000446306
1600;54;53;0.000411762
1600;54;53;0.000401733
1600;54;53;0.000432651
1600;60;56;0.00042713
1600;48;44;0.000436589
1600;54;50;0.000413144
1600;51;50;0.000425698
1600;51;47;0.000456946
1600;55;51;0.000410258
1600;45;41;0.000427551
1600;57;53;0.000432801
1600;52;51;0.000434264
1600;63;59;0.000406001
1600;54;53;0.000402995
1600;58;54;0.000433112
1600;54;53;0.000417974
1600;52;51;0.000478126
1600;56;55;0.000416811
1600;52;50;0.008203073
1600;75;73;0.000473878
1600;61;59;0.000465102
1600;65;64;0.000439414
1600;54;52;0.000406011
1600;67;66;0.000433913
1600;49;48;0.000417613
1600;64;62;0.000452558
1600;71;70;0.000408926
1600;56;55;0.00046423
1600;59;58;0.000443431
1600;45;44;0.000537978
1600;54;53;0.00046421
1600;64;62;0.000409077
1600;67;66;0.000577743
1600;54;53;0.000551433
1600;50;49;0.000444043
1600;67;66;0.000411671
1600;56;54;0.000444303
1600;77;76;0.000494447
1600;56;54;0.000449132
1600;78;76;0.000417873
1600;74;73;0.000463128
1600;64;62;0.011528415
1600;69;67;0.000410639
1600;59;57;0.00043213
1600;51;50;0.00040565
1600;60;58;0.00041067
1600;67;66;0.000431649
1600;58;57;0.000414838
1600;63;62;0.000487714
1600;62;61;0.000457929
1600;63;61;0.00040557
1600;63;61;0.000430858
1600;71;69;0.000423684
1600;83;82;0.000434164
1600;61;59;0.000472124
1600;67;65;0.0004165
1600;65;63;0.000430447
1600;58;56;0.000413505
1600;66;64;0.000445375
1600;64;63;0.000411341
1600;52;51;0.010610264
1600;70;68;0.000439072
1600;74;73;0.000438962
1600;77;76;0.000457798
1600;65;63;0.000412313
1600;79;78;0.000419977
1600;57;55;0.000403567
1600;79;78;0.000431338
1600;68;66;0.000415258
1600;69;67;0.000460923
1600;74;73;0.000434814
1600;73;72;0.000412933
1600;64;62;0.006452892
1600;66;65;0.000438472
1600;64;63;0.000943599
1600;74;72;0.000447729
1600;74;73;0.000424846
1600;76;75;0.000436989
1600;71;69;0.001408991
1600;78;77;0.000439925
1600;69;68;0.000454672
1600;74;73;0.000438302
1600;65;63;0.000431809
1600;54;53;0.000446196
1600;77;76;0.000420007
1600;77;76;0.000448551
1600;65;63;0.000435386
1600;69;68;0.000482514
1600;84;83;0.000547827
1600;58;57;0.00045373
1600;82;80;0.00043221
1600;61;59;0.000434845
1600;77;76;0.000414316
1600;72;70;0.00039471
1600;82;81;0.000417522
1600;59;57;0.00039469
1600;60;58;0.000403547
1600;64;63;0.000402294
1600;84;83;0.000394629
1600;62;60;0.000413946
1600;81;79;0.000391674
1600;80;79;0.011732368
1600;76;75;0.000439063
1600;57;56;0.000456806
1600;60;58;0.000481352
1600;75;74;0.000486432
1600;59;57;0.000435526
1600;55;54;0.0004532
1600;77;76;0.000496811
1600;72;68;0.000422843
1600;70;66;0.000409828
1600;92;88;0.000435616
1600;72;71;0.000427652
1600;54;53;0.003918413
1600;55;51;0.001206111
1600;81;77;0.000495228
1600;76;72;0.000569258
1600;58;57;0.000466274
1600;51;50;0.00044272
1600;53;49;0.000443842
1600;63;59;0.000425357
1600;68;64;0.002767487
1600;63;59;0.000449592
1600;88;84;0.000467737
1600;85;81;0.000450204
1600;85;84;0.000479318
1600;88;84;0.000484428
1600;94;93;0.000502783
1600;84;80;0.00044843
1600;88;87;0.000486512
1600;80;79;0.000427742
1600;65;61;0.000428814
1600;71;70;0.000414537
1600;75;71;0.000419786
1600;63;59;0.000436197
1600;79;78;0.000431739
1600;83;79;0.000465112
1600;70;69;0.011055609
1600;88;85;0.000577843
1600;92;89;0.000515606
1600;58;55;0.011590652
1600;70;67;0.000445585
1600;65;62;0.000518852
1600;67;64;0.000507721
1600;58;55;0.000456025
1600;56;53;0.000441077
1600;86;83;0.000461204
1600;92;89;0.000463669
1600;58;55;0.000460293
1600;59;56;0.000536586
1600;76;73;0.011793051
1600;82;79;0.000466424
1600;83;80;0.000450293
1600;76;73;0.000428843
1600;70;67;0.000462066
1600;62;59;0.000455294
1600;85;82;0.000465492
1600;63;60;0.000510878
1600;59;56;0.000471944
1600;80;77;0.000439384
1600;67;64;0.011642509
1600;63;60;0.000448461
1600;55;52;0.00045894
1600;70;67;0.00044817
1600;75;72;0.000518141
1600;77;74;0.000491121
1600;66;63;0.000467005
1600;75;72;0.000434234
1600;64;63;0.000494927
1600;81;80;0.000425688
1600;84;83;0.000428353
1600;89;88;0.0069475
1600;68;67;0.000450344
1600;89;88;0.00047511
1600;81;80;0.000447699
1600;85;84;0.000466735
1600;64;62;0.000485831
1600;66;65;0.000487263
1600;64;63;0.000445605
1600;69;68;0.000470301
1600;69;68;0.000445846
1600;65;63;0.000462937
1600;60;59;0.000515707
1600;79;78;0.000585317
1600;73;72;0.000443612
1600;89;88;0.007223186
1600;58;56;0.000693109
1600;100;99;0.000411491
1600;74;73;0.00042118
1600;60;59;0.000422962
1600;59;57;0.000428863
1600;67;66;0.00049077
1600;77;76;0.000605695
1600;60;59;0.000430256
1600;74;73;0.00043206
1600;68;67;0.000417863
1600;87;86;0.000424586
1600;82;81;0.000466054
1600;47;45;0.000528881
1600;73;71;0.00044283
1600;69;67;0.000451616
1600;50;48;0.000460573
1600;53;51;0.000460833
1600;76;74;0.000521147
1600;68;66;0.00080033
1600;71;69;0.000438863
1600;47;45;0.000433642
1600;66;64;0.000436639
1600;72;70;0.000448651
1600;75;73;0.00133369
1600;59;57;0.000752229
1600;67;65;0.00049637
1600;46;44;0.000438091
1600;71;69;0.000433131
1600;71;69;0.00054436
1600;62;60;0.000418975
1600;67;65;0.000426809
1600;62;60;0.000409978
1600;49;47;0.000404037
1600;49;47;0.000422442
1600;61;59;0.000499115
1600;44;42;0.000453159
1600;55;53;0.000412433
1600;54;52;0.000427892
1600;68;66;0.011202044
1600;63;61;0.000424586
1600;52;50;0.000443672
1600;70;68;0.000439113
1600;67;64;0.000562664
1600;70;67;0.000452257
1600;65;62;0.000512621
1600;79;75;0.000454011
1600;63;60;0.011298474
1600;69;66;0.000462647
1600;62;59;0.000582412
1600;52;49;0.00045346
1600;59;56;0.000481332
