n;rounds;time
100;18;0.000020428
100;19;0.000020388
100;21;0.000019917
100;20;0.000019747
100;20;0.000019908
100;21;0.000019727
100;17;0.000031619
100;21;0.000020449
100;24;0.000020428
100;22;0.000019657
100;18;0.00003178
100;19;0.000020398
100;21;0.000020008
100;23;0.000019847
100;16;0.000019787
100;18;0.000020519
100;23;0.000020268
100;18;0.000020058
100;18;0.000019657
100;22;0.000019727
100;20;0.000019547
100;25;0.000019546
100;21;0.000019666
100;21;0.000019546
100;20;0.000019537
100;23;0.000019577
100;23;0.00002136
100;23;0.00002128
100;25;0.000020178
100;24;0.000020789
100;22;0.000020429
100;22;0.000020137
100;25;0.000020389
100;20;0.000019366
100;23;0.000019928
100;17;0.000019146
100;22;0.000019967
100;21;0.000019307
100;26;0.000019566
100;22;0.000018996
100;21;0.000018976
100;20;0.000019517
100;22;0.000019576
100;20;0.000032582
100;22;0.000020568
100;20;0.000019918
100;23;0.000019717
100;26;0.000019947
100;23;0.000019496
100;24;0.000019507
100;21;0.000019717
100;19;0.000018845
100;22;0.000019727
100;19;0.000018866
100;20;0.000019637
100;25;0.000020719
100;24;0.000022302
100;21;0.000021441
100;23;0.00002164
100;25;0.00002104
100;22;0.000020929
100;22;0.00002095
100;23;0.000020558
100;23;0.000019998
100;19;0.000020298
100;24;0.000020739
100;25;0.000019828
100;24;0.000020328
100;25;0.000020508
100;20;0.000019888
100;27;0.000020298
100;21;0.000020118
100;21;0.000019887
100;25;0.000020078
100;23;0.000020008
100;20;0.000019646
100;21;0.000033392
100;19;0.000020379
100;21;0.000019627
100;22;0.000019426
100;25;0.000019387
100;24;0.000020077
100;23;0.000020228
100;19;0.000019277
100;25;0.000020047
100;25;0.000019928
100;32;0.000022943
100;26;0.000021199
100;26;0.000021611
100;34;0.000020619
100;21;0.000020609
100;23;0.000020658
100;24;0.000020519
100;24;0.000020018
100;25;0.000020368
100;23;0.000019627
100;23;0.000019547
100;23;0.000019917
100;28;0.000020158
100;24;0.000019857
100;27;0.000020278
100;20;0.000019376
100;26;0.000020368
100;24;0.000020098
100;32;0.000020559
100;22;0.000019557
100;27;0.000019627
100;26;0.000019967
100;29;0.000032832
100;31;0.000021901
100;26;0.000019928
100;28;0.000020879
100;35;0.000021009
100;30;0.000019948
100;30;0.000020238
100;23;0.000019837
100;28;0.000022502
100;27;0.000021631
100;22;0.000021059
100;27;0.00002105
100;23;0.000020809
100;21;0.000019677
100;23;0.000020449
100;24;0.000019837
100;23;0.000019817
100;24;0.000020609
100;23;0.000020458
100;26;0.000020529
100;23;0.000019837
100;25;0.000020148
100;22;0.000020679
100;20;0.000020338
100;24;0.000020739
100;26;0.000020349
100;27;0.000020438
100;29;0.00002103
100;26;0.000020288
100;27;0.000020248
100;25;0.000019677
100;22;0.000019667
100;21;0.000030537
100;27;0.000022974
100;21;0.000023624
100;28;0.00002676
100;30;0.000022272
100;18;0.000020138
100;21;0.00002109
100;24;0.00002134
100;23;0.00002125
100;23;0.000020459
100;22;0.000023594
100;22;0.000021841
100;21;0.000019747
100;21;0.000019888
100;22;0.000020308
100;18;0.000020619
100;21;0.000020017
100;19;0.000019637
100;18;0.000019547
100;20;0.000019567
100;21;0.000019567
100;19;0.000019296
100;23;0.000019517
100;25;0.000019596
100;25;0.000019457
100;23;0.000019907
100;20;0.000019758
100;23;0.000019707
100;23;0.000019837
100;23;0.000020559
100;20;0.000019436
100;25;0.000019707
100;20;0.000019637
100;21;0.000034866
100;23;0.000020298
100;20;0.000020088
100;23;0.000021952
100;26;0.00002164
100;22;0.000020659
100;24;0.000020489
100;30;0.000020138
100;22;0.000020057
100;30;0.00002124
100;29;0.000023575
100;21;0.000019967
100;31;0.000020449
100;27;0.000019717
100;22;0.000019697
100;32;0.000020318
100;22;0.000020288
100;21;0.000019617
100;32;0.000019988
100;28;0.000020218
100;22;0.000019807
100;26;0.000020028
100;22;0.000019466
100;22;0.000019888
100;23;0.000019617
100;24;0.000019546
100;23;0.000019818
100;23;0.000019637
100;28;0.000020087
100;27;0.000019908
100;21;0.000019206
100;29;0.000019687
100;25;0.000032812
100;18;0.000022482
100;22;0.00002116
100;21;0.00002135
100;19;0.000020098
100;22;0.000020428
100;26;0.000020328
100;18;0.000019878
100;20;0.000019957
100;23;0.00002089
100;25;0.000044112
100;24;0.000021009
100;18;0.000019727
100;21;0.000019447
100;22;0.000019737
100;20;0.000019757
100;22;0.000019687
100;21;0.000019727
100;22;0.000019918
100;25;0.000020037
100;20;0.000020098
100;21;0.000019447
100;24;0.000019727
100;20;0.000019506
100;24;0.000020449
100;26;0.000020438
100;23;0.000019978
100;24;0.000019677
100;21;0.000019336
100;26;0.000019457
100;21;0.000020068
100;21;0.000022993
100;21;0.0000212
100;28;0.000021511
100;25;0.00002135
100;21;0.000020599
100;21;0.000019626
100;22;0.000019837
100;22;0.000019246
100;26;0.000019707
100;20;0.000019306
100;21;0.000019888
100;20;0.000019527
100;30;0.000020298
100;29;0.000019697
100;24;0.000019597
100;24;0.000019727
100;26;0.000019977
100;24;0.000019477
100;23;0.000019497
100;25;0.000019627
100;23;0.000019887
100;22;0.000019426
100;19;0.000019676
100;21;0.000019426
100;19;0.000019276
100;20;0.000020108
100;23;0.000019607
100;23;0.000019066
100;22;0.000019406
100;25;0.000019377
100;30;0.000023935
100;30;0.000022442
100;22;0.000021591
100;28;0.000020879
100;26;0.000020498
100;23;0.000020338
100;29;0.000020248
100;31;0.000020068
100;21;0.000019917
100;29;0.000019627
100;26;0.000020529
100;24;0.000019877
100;31;0.000020068
100;22;0.000019637
100;26;0.000019867
100;26;0.000022482
100;24;0.000021691
100;24;0.000019507
100;31;0.000019827
100;23;0.000019907
100;20;0.000019326
100;20;0.000019296
100;21;0.000019587
100;22;0.000019196
100;29;0.000019928
100;25;0.000019306
100;28;0.000020318
100;25;0.000020228
100;29;0.000019737
100;28;0.000019557
100;24;0.000023114
100;28;0.000021731
100;28;0.000020879
100;27;0.000020338
100;27;0.000020028
100;32;0.000020789
100;34;0.000020368
100;32;0.000020268
100;30;0.000019687
100;28;0.000019397
100;29;0.000019767
100;30;0.000020138
100;23;0.000019687
100;34;0.000019917
100;28;0.000020429
100;33;0.000019697
100;34;0.000020959
100;24;0.000022984
100;25;0.000020238
100;23;0.000019306
100;33;0.000019637
100;25;0.000019086
100;23;0.000019506
100;23;0.000018965
100;31;0.000019367
100;32;0.000019867
100;29;0.000019006
100;24;0.000019456
100;28;0.000019677
100;26;0.000019988
100;22;0.000023213
100;21;0.00002178
100;24;0.000021179
100;24;0.0000209
100;26;0.000020498
100;20;0.000020088
100;27;0.000020979
100;23;0.000019947
100;27;0.000020348
100;26;0.000020018
100;23;0.000019727
100;25;0.000019847
100;23;0.000019918
100;27;0.000020659
100;25;0.000020759
100;21;0.000019967
100;23;0.000020188
100;26;0.000020759
100;21;0.000019707
100;19;0.000019367
100;24;0.000022101
100;20;0.000021571
100;23;0.000019447
100;25;0.000019476
100;25;0.000019397
100;25;0.000020158
100;26;0.000019787
100;21;0.000019486
100;24;0.000019326
100;23;0.000019306
100;24;0.000023464
100;23;0.00002127
100;20;0.000020409
100;23;0.000019767
100;21;0.000019206
100;23;0.000019647
100;22;0.000020328
100;26;0.000019898
100;20;0.000019677
100;24;0.000019827
100;23;0.000019306
100;23;0.000019407
100;25;0.000018685
100;28;0.000019206
100;23;0.000019006
100;21;0.000018855
100;22;0.000018996
100;22;0.000019126
100;21;0.000019396
100;26;0.000019267
100;22;0.000018935
100;25;0.000019096
100;23;0.000019086
100;22;0.000019236
100;23;0.000018896
100;22;0.000018765
100;22;0.000018735
100;18;0.000018415
100;22;0.000018395
100;24;0.000018605
100;22;0.000024947
100;27;0.000023604
100;30;0.00002181
100;25;0.000020949
100;25;0.00002126
100;31;0.000020929
100;23;0.000020759
100;29;0.000020479
100;26;0.000020589
100;31;0.000020318
100;27;0.000020248
100;21;0.000020108
100;24;0.000020178
100;21;0.000019616
100;28;0.000019877
100;22;0.000019887
100;27;0.000020268
100;27;0.000019998
100;22;0.000019567
100;31;0.000020428
100;29;0.000020158
100;31;0.000020058
100;26;0.000019737
100;31;0.000031619
100;27;0.000021049
100;27;0.000021501
100;29;0.000020268
100;31;0.000020308
100;28;0.000020228
100;26;0.000020148
100;24;0.000024626
100;20;0.000022623
100;20;0.0000213
100;23;0.00002128
100;22;0.000020869
100;23;0.000020489
100;23;0.000019997
100;24;0.000020759
100;19;0.000020499
100;20;0.000020178
100;26;0.000020609
100;28;0.000020869
100;27;0.000020528
100;23;0.000020368
100;27;0.000020859
100;30;0.000020689
100;26;0.000020599
100;20;0.000020699
100;32;0.00002131
100;21;0.000020188
100;24;0.000020378
100;28;0.000021721
100;26;0.000021069
100;26;0.000020779
100;27;0.000020478
100;24;0.000020378
100;34;0.00002086
100;26;0.000020518
100;21;0.000020539
100;27;0.000021069
100;24;0.000034855
100;29;0.000023514
100;30;0.000021481
100;23;0.00002157
100;20;0.00002125
100;25;0.000020709
100;24;0.000019928
100;30;0.000020138
100;27;0.000020057
100;23;0.000019577
100;29;0.000019587
100;21;0.000019917
100;24;0.000019257
100;19;0.000019326
100;23;0.000019076
100;20;0.000019827
100;22;0.000019687
100;19;0.000019587
100;24;0.000019827
100;27;0.000019988
100;29;0.000019617
100;22;0.000020098
100;23;0.000020268
100;23;0.000019777
100;27;0.000019877
100;25;0.000019888
100;20;0.000020168
100;24;0.000019717
100;22;0.000019777
100;22;0.000019336
100;17;0.00002152
100;19;0.000020609
100;16;0.000020098
100;19;0.000032801
100;25;0.000022282
100;17;0.000020729
100;23;0.000020208
100;22;0.000019968
100;21;0.000019897
100;17;0.000019196
100;21;0.000019276
