n;rounds;time
100;24;0.000019797
100;27;0.000020258
100;21;0.000019647
100;22;0.000019666
100;23;0.000019757
100;25;0.000019687
100;25;0.000019697
100;24;0.000019937
100;23;0.00002134
100;23;0.000024046
100;25;0.000021059
100;26;0.000020328
100;17;0.000021119
100;20;0.000036288
100;20;0.000028934
100;21;0.000022182
100;18;0.000020137
100;18;0.000020207
100;21;0.000020608
100;22;0.000019968
100;23;0.000019737
100;21;0.000019507
100;20;0.000018975
100;21;0.000019517
100;19;0.000019246
100;25;0.000019347
100;19;0.000019967
100;22;0.000019647
100;21;0.000019888
100;18;0.000019206
100;22;0.000019647
100;21;0.000019316
100;24;0.000019647
100;24;0.000019226
100;25;0.000019577
100;23;0.000019106
100;23;0.000019066
100;20;0.000019036
100;25;0.000019045
100;19;0.000019006
100;21;0.000019226
100;20;0.000019156
100;24;0.000021821
100;27;0.00002147
100;32;0.000020639
100;25;0.000033824
100;30;0.000021019
100;32;0.000020128
100;27;0.000019737
100;22;0.000019888
100;23;0.000020508
100;27;0.000020529
100;32;0.000019747
100;33;0.000020118
100;25;0.000020669
100;26;0.000019466
100;25;0.000020008
100;23;0.000019897
100;24;0.000019276
100;23;0.000019897
100;30;0.000020308
100;27;0.000019888
100;31;0.000020128
100;27;0.000020158
100;28;0.000020598
100;26;0.000019066
100;28;0.000019918
100;23;0.000019166
100;29;0.000019366
100;28;0.000019096
100;22;0.000019026
100;30;0.000019937
100;23;0.000021991
100;23;0.00002112
100;22;0.000020699
100;20;0.000020067
100;24;0.000019677
100;21;0.000034024
100;20;0.000020308
100;21;0.000020298
100;19;0.000019556
100;21;0.000019046
100;26;0.000019567
100;22;0.000019336
100;25;0.000019457
100;21;0.000019557
100;20;0.000019396
100;23;0.000019166
100;21;0.000019126
100;20;0.000018906
100;26;0.000019116
100;22;0.000019246
100;25;0.000019066
100;23;0.000019597
100;21;0.000018735
100;21;0.000018896
100;21;0.000018895
100;17;0.000018174
100;20;0.000018595
100;22;0.000018625
100;19;0.000018726
100;26;0.000019226
100;27;0.000022452
100;26;0.000022052
100;28;0.0000215
100;29;0.000020499
100;28;0.000021089
100;28;0.000020499
100;26;0.000020338
100;29;0.000019727
100;22;0.000033894
100;22;0.000020609
100;27;0.000019887
100;24;0.000019838
100;29;0.000019667
100;25;0.000019977
100;30;0.000020328
100;27;0.000020779
100;26;0.000020458
100;32;0.000020789
100;24;0.000019978
100;27;0.000019967
100;23;0.000019517
100;26;0.000019907
100;23;0.000019196
100;28;0.000019546
100;26;0.000020188
100;33;0.000030558
100;25;0.000020087
100;23;0.000019307
100;25;0.000019316
100;30;0.000019717
100;21;0.000021821
100;26;0.00002113
100;25;0.000020478
100;25;0.00002086
100;25;0.000019596
100;22;0.000019257
100;23;0.000019927
100;23;0.000019477
100;19;0.000030637
100;28;0.000032361
100;19;0.000019617
100;20;0.000019617
100;26;0.000020559
100;24;0.000019456
100;24;0.000019868
100;25;0.000019196
100;23;0.000018785
100;27;0.000019276
100;22;0.000019537
100;20;0.000018745
100;24;0.000018736
100;20;0.000018655
100;30;0.000019707
100;22;0.000018745
100;26;0.000019316
100;22;0.000018855
100;19;0.000018755
100;21;0.000018535
100;20;0.000018164
100;27;0.000019106
100;18;0.000022773
100;23;0.000021741
100;20;0.0000214
100;24;0.000020359
100;18;0.000020308
100;17;0.000020017
100;17;0.000019657
100;19;0.000020269
100;23;0.000019767
100;18;0.000019486
100;17;0.000018826
100;18;0.000067927
100;23;0.000021049
100;20;0.000020188
100;22;0.000020038
100;20;0.000020188
100;18;0.000019396
100;19;0.000020549
100;23;0.000020619
100;21;0.000020578
100;18;0.000019998
100;18;0.000019847
100;25;0.000019868
100;19;0.000019226
100;18;0.000019196
100;16;0.000018925
100;24;0.000020187
100;20;0.000019536
100;22;0.000019737
100;20;0.000019667
100;28;0.00002148
100;29;0.000020839
100;25;0.0000209
100;22;0.000020648
100;25;0.000019878
100;26;0.000020538
